sample,reward_best,reward_CA,location_lat,location_lon,patient_state
1,0.35119259215674226,0.3495364279897266,37.65420878729872,-122.4836487537994,"PatientState(Location(""FIELD"", (37.65420878729872, -122.4836487537994), -1.0, FIELD), 14.651935346260034, UNKNOWN, MIMIC)"
2,0.24418294143999997,0.24418294143999997,37.65614542213515,-122.48528692570957,"PatientState(Location(""FIELD"", (37.65614542213515, -122.48528692570957), -1.0, FIELD), 203.3696639190573, UNKNOWN, MIMIC)"
3,0.24418294143999997,0.24418294143999997,37.65464921135348,-122.48129281289869,"PatientState(Location(""FIELD"", (37.65464921135348, -122.48129281289869), -1.0, FIELD), 249.3116070671377, UNKNOWN, MIMIC)"
4,0.24418294143999997,0.24418294143999997,37.65486899249791,-122.48541143047039,"PatientState(Location(""FIELD"", (37.65486899249791, -122.48541143047039), -1.0, FIELD), 259.52281673448596, UNKNOWN, MIMIC)"
5,0.24418294143999997,0.24418294143999997,37.65641802898818,-122.48265359219172,"PatientState(Location(""FIELD"", (37.65641802898818, -122.48265359219172), -1.0, FIELD), 242.95990167364545, UNKNOWN, LVO)"
